point_sequence;latitude;longitude
123;51.151981;71.436925
124;51.151954;71.438223
125;51.15186;71.438963
126;51.151894;71.439704
127;51.15184;71.440787
128;51.151826;71.441796
129;51.151853;71.442955
130;51.151631;71.44392
131;51.151295;71.444317
132;51.150777;71.444387
133;51.15044;71.444516
134;51.149868;71.444591
135;51.149421;71.444607
136;51.148976;71.444628
137;51.148522;71.444709
138;51.148078;71.444725
139;51.147418;71.444757
140;51.146961;71.444795
141;51.146422;71.444854
142;51.145557;71.444918
143;51.144777;71.444955
144;51.143925;71.445004
145;51.143043;71.445063
146;51.142448;71.445116
147;51.141266;71.445197
148;51.140529;71.445116
149;51.140008;71.44488
150;51.139563;71.444618
151;51.138705;71.443893
152;51.137665;71.44303
153;51.136763;71.442279
154;51.135979;71.441764
155;51.135467;71.441565
156;51.134447;71.441259
157;51.133956;71.441098
158;51.133424;71.440723
159;51.133151;71.440079
160;51.132895;71.439446
161;51.132612;71.439081
162;51.132185;71.438985
163;51.131804;71.439232
164;51.131242;71.43979
165;51.130862;71.439891
166;51.130209;71.439602
167;51.129371;71.439264
168;51.129458;71.43876
169;51.12967;71.438127
170;51.129687;71.437397
171;51.129788;71.43671
172;51.130084;71.43494
173;51.130226;71.433835
174;51.130421;71.432612
175;51.130717;71.430584
176;51.131013;71.4289
177;51.131363;71.426668
178;51.131794;71.424941
179;51.131963;71.422935
180;51.132326;71.420606
181;51.132562;71.419019
182;51.132784;71.418064
183;51.132818;71.417474
184;51.132986;71.416293
185;51.133181;71.414909
186;51.133249;71.414405
187;51.132596;71.414212
188;51.131842;71.414094
189;51.130933;71.413944
190;51.130152;71.413783
191;51.129317;71.413665
192;51.128603;71.413568
193;51.127984;71.41345
194;51.127633;71.413214
195;51.127155;71.413279
196;51.126408;71.41315
197;51.125068;71.412914
198;51.123809;71.412646
199;51.123115;71.412528
200;51.122698;71.412334
201;51.122268;71.412377
202;51.120579;71.412131
203;51.118923;71.411809
204;51.118122;71.41168
205;51.117725;71.411508
206;51.117274;71.411562
207;51.115887;71.411272
208;51.115032;71.411122
209;51.114527;71.410929
210;51.114043;71.41094
211;51.112858;71.410747
212;51.111895;71.410532
213;51.111242;71.410328
214;51.109559;71.409727
215;51.108408;71.409309
216;51.107048;71.408837
217;51.106543;71.408418
218;51.105857;71.408418
219;51.103824;71.4077
220;51.102766;71.407324
221;51.101602;71.406938
222;51.100895;71.40667
223;51.100215;71.406305
224;51.099279;71.40608
225;51.098599;71.405865
226;51.096781;71.405221
227;51.095063;71.404567
228;51.09303;71.403826
229;51.092403;71.403526
230;51.091669;71.403387
231;51.090201;71.40285
232;51.089535;71.402614
233;51.089117;71.402282
234;51.088585;71.40226
235;51.087144;71.401745
236;51.085749;71.40123
237;51.083857;71.400554
238;51.082415;71.400061
239;51.081587;71.39976
240;51.081257;71.399524
241;51.080738;71.39946
242;51.079154;71.398902
243;51.078251;71.398569
244;51.0778;71.398108
245;51.077119;71.398119
246;51.075293;71.397486
247;51.07404;71.397067
248;51.073481;71.396799
249;51.072026;71.396359
250;51.071197;71.396027
251;51.070854;71.395705
252;51.070584;71.395404
253;51.070261;71.395469
254;51.070173;71.396037
255;51.070032;71.396542
256;51.069142;71.397969
257;51.068138;71.399621
258;51.067404;71.400812
259;51.066892;71.401348
260;51.066481;71.402292
261;51.06543;71.403966
262;51.064358;71.405725
263;51.06386;71.406455
264;51.06355;71.406809
265;51.063199;71.407582
266;51.062263;71.40903
267;51.06171;71.409974
268;51.06105;71.411026
269;51.06045;71.41198
270;51.05985;71.412753
271;51.0595;71.413558
272;51.058212;71.415607
273;51.056602;71.418192
274;51.055523;71.419866
275;51.054809;71.421068
276;51.054458;71.421465
277;51.054189;71.422055
278;51.052841;71.424254
279;51.051088;71.427065
280;51.049686;71.429318
281;51.048904;71.430573
282;51.048527;71.430981
283;51.047968;71.431067
284;51.047105;71.431067
285;51.046592;71.430981
286;51.045905;71.43111
287;51.044644;71.43111
288;51.043458;71.431142
289;51.042635;71.431121
290;51.041779;71.431217
291;51.041793;71.43244
292;51.041718;71.433942
293;51.041779;71.435004
294;51.041779;71.436485
295;51.041779;71.437504
296;51.041732;71.438009
297;51.041786;71.438406
298;51.041806;71.439478
299;51.041813;71.440938
300;51.041826;71.441603
301;51.041712;71.442139
302;51.041051;71.443276
303;51.039783;71.445283
304;51.038658;71.447171
305;51.037087;71.449499
306;51.035853;71.451441
307;51.03501;71.452771
308;51.034234;71.454048
309;51.033021;71.456054
310;51.032225;71.457374
311;51.031639;71.458372
312;51.031042;71.459327
313;51.030738;71.45981
314;51.030408;71.459922
315;51.030185;71.459911
316;51.029943;71.459751
317;51.029737;71.459504
318;51.029535;71.45916
319;51.029393;71.458957
320;51.029107;71.458501
321;51.028938;71.458248
322;51.028688;71.458603
323;51.028152;71.459418
324;51.027785;71.459981
325;51.027708;71.460166
326;51.02765;71.460375
